Package,Declaring class,Method,Params,CC
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedDescriptiveStatistics,setWindowSize,"(int windowSize)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedDescriptiveStatistics,toString,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedDescriptiveStatistics,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedDescriptiveStatistics,copy,"(SynchronizedDescriptiveStatistics source, SynchronizedDescriptiveStatistics dest)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,addValue,"(double[] value)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getDimension,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getSum,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getSumSq,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getSumLog,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getMean,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getStandardDeviation,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getCovariance,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getMax,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getMin,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getGeometricMean,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,toString,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,equals,"(Object object)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,hashCode,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getSumImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,setSumImpl,"(StorelessUnivariateStatistic[] sumImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getSumsqImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,setSumsqImpl,"(StorelessUnivariateStatistic[] sumsqImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getMinImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,setMinImpl,"(StorelessUnivariateStatistic[] minImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getMaxImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,setMaxImpl,"(StorelessUnivariateStatistic[] maxImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getSumLogImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,setSumLogImpl,"(StorelessUnivariateStatistic[] sumLogImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getGeoMeanImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,setGeoMeanImpl,"(StorelessUnivariateStatistic[] geoMeanImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,getMeanImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedMultivariateSummaryStatistics,setMeanImpl,"(StorelessUnivariateStatistic[] meanImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getSummary,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,addValue,"(double value)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getSum,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getSumsq,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getMean,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getStandardDeviation,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getQuadraticMean,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getVariance,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getPopulationVariance,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getMax,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getMin,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getGeometricMean,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,toString,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,equals,"(Object object)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,hashCode,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getSumImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setSumImpl,"(StorelessUnivariateStatistic sumImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getSumsqImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setSumsqImpl,"(StorelessUnivariateStatistic sumsqImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getMinImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setMinImpl,"(StorelessUnivariateStatistic minImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getMaxImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setMaxImpl,"(StorelessUnivariateStatistic maxImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getSumLogImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setSumLogImpl,"(StorelessUnivariateStatistic sumLogImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getGeoMeanImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setGeoMeanImpl,"(StorelessUnivariateStatistic geoMeanImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getMeanImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setMeanImpl,"(StorelessUnivariateStatistic meanImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,getVarianceImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,setVarianceImpl,"(StorelessUnivariateStatistic varianceImpl)",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive,SynchronizedSummaryStatistics,copy,"(SynchronizedSummaryStatistics source, SynchronizedSummaryStatistics dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FirstMoment,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FirstMoment,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FirstMoment,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FirstMoment,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FirstMoment,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FirstMoment,copy,"(FirstMoment source, FirstMoment dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FourthMoment,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FourthMoment,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FourthMoment,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FourthMoment,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,FourthMoment,copy,"(FourthMoment source, FourthMoment dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,setSumLogImpl,"(StorelessUnivariateStatistic sumLogImpl)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,getSumLogImpl,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,copy,"(GeometricMean source, GeometricMean dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,GeometricMean,checkEmpty,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Kurtosis,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Kurtosis,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Kurtosis,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Kurtosis,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Kurtosis,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Kurtosis,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Kurtosis,copy,"(Kurtosis source, Kurtosis dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,evaluate,"(double[] values, double[] weights, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,evaluate,"(double[] values, double[] weights)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Mean,copy,"(Mean source, Mean dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SecondMoment,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SecondMoment,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SecondMoment,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SecondMoment,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SecondMoment,copy,"(SecondMoment source, SecondMoment dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,copy,"(SemiVariance source, SemiVariance dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,evaluate,"(double[] values, int start, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,evaluate,"(double[] values, Direction direction)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,evaluate,"(double[] values, double cutoff)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,evaluate,"(double[] values, double cutoff, Direction direction)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,evaluate,"(double[] values, double cutoff, Direction direction, boolean corrected, int start, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,isBiasCorrected,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,setBiasCorrected,"(boolean biasCorrected)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,getVarianceDirection,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,SemiVariance,setVarianceDirection,"(Direction varianceDirection)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Skewness,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Skewness,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Skewness,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Skewness,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Skewness,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Skewness,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Skewness,copy,"(Skewness source, Skewness dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,evaluate,"(double[] values)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,evaluate,"(double[] values, double mean, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,evaluate,"(double[] values, double mean)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,isBiasCorrected,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,setBiasCorrected,"(boolean isBiasCorrected)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,StandardDeviation,copy,"(StandardDeviation source, StandardDeviation dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,ThirdMoment,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,ThirdMoment,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,ThirdMoment,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,ThirdMoment,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,ThirdMoment,copy,"(ThirdMoment source, ThirdMoment dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values, double[] weights, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values, double[] weights)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values, double mean, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values, double mean)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values, double[] weights, double mean, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,evaluate,"(double[] values, double[] weights, double mean)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,isBiasCorrected,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,setBiasCorrected,"(boolean biasCorrected)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,Variance,copy,"(Variance source, Variance dest)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialCovariance,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialCovariance,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialCovariance,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialCovariance,hashCode,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialCovariance,equals,"(Object obj)",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialMean,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialMean,hashCode,"()",1
org.apache.commons.math4.legacy.stat.descriptive.moment,VectorialMean,equals,"(Object obj)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,CentralPivotingStrategy,pivotIndex,"(double[] work, int begin, int end)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,KthSelector,getPivotingStrategy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Max,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Max,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Max,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Max,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Max,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Max,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Max,copy,"(Max source, Max dest)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Median,withEstimationType,"(EstimationType newEstimationType)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Median,withNaNStrategy,"(NaNStrategy newNaNStrategy)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Median,withKthSelector,"(KthSelector newKthSelector)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,MedianOf3PivotingStrategy,pivotIndex,"(double[] work, int begin, int end)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Min,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Min,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Min,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Min,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Min,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Min,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Min,copy,"(Min source, Min dest)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,hashCode,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,equals,"(Object o)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,increment,"(double observation)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,toString,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,quantile,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,maximum,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,minimum,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,PSquarePercentile,newMarkers,"(List<Double> initialFive, double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,createMarkerArray,"(List<Double> initialFive, double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,hashCode,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,equals,"(Object o)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,processDataPoint,"(double inputDataPoint)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,getPercentileValue,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,findCellAndUpdateMinMax,"(double observation)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,estimate,"(int index)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,height,"(int markerIndex)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Markers,toString,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,previous,"(Marker previousMarker)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,next,"(Marker nextMarker)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,index,"(int indexOfMarker)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,updateDesiredPosition,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,incrementPosition,"(int d)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,difference,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,estimate,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,isEstimateBad,"(double[] y, double yD)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,equals,"(Object o)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,hashCode,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Marker,toString,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,FixedCapacityList,add,"(E e)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,FixedCapacityList,addAll,"(Collection<? extends E> collection)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,setData,"(double[] values)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,setData,"(double[] values, double[] sampleWeights)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,setData,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,setData,"(double[] values, double[] sampleWeights, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,evaluate,"(double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,evaluate,"(double[] values, double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,evaluate,"(double[] values, double[] sampleWeights, double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,evaluate,"(double[] values, int start, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,evaluate,"(double[] values, double[] sampleWeights, int start, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,evaluate,"(double[] values, int begin, int length, double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,evaluate,"(double[] values, double[] sampleWeights, int begin, int length, double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getQuantile,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,setQuantile,"(double p)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getWorkArray,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getWorkArray,"(double[] values, double[] sampleWeights, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,copyOf,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getPivots,"(double[] values)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getEstimationType,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,withEstimationType,"(EstimationType newEstimationType)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getNaNStrategy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,withNaNStrategy,"(NaNStrategy newNaNStrategy)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getKthSelector,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,getPivotingStrategy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.rank,Percentile,withKthSelector,"(KthSelector newKthSelector)",1
org.apache.commons.math4.legacy.stat.descriptive.rank,RandomPivotingStrategy,pivotIndex,"(double[] work, int begin, int end)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,evaluate,"(double[] values, double[] weights, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,evaluate,"(double[] values, double[] weights)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Product,copy,"(Product source, Product dest)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,evaluate,"(double[] values, double[] weights, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,evaluate,"(double[] values, double[] weights)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,Sum,copy,"(Sum source, Sum dest)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfLogs,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfLogs,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfLogs,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfLogs,clear,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfLogs,evaluate,"(double[] values, int begin, int length)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfLogs,copy,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfLogs,copy,"(SumOfLogs source, SumOfLogs dest)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfSquares,increment,"(double d)",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfSquares,getResult,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfSquares,getN,"()",1
org.apache.commons.math4.legacy.stat.descriptive.summary,SumOfSquares,clear,"()",1
